Date,Open,High,Low,Close,Adj Close,Volume
2014-07-28,24.455000,24.809999,24.387501,24.754999,21.896664,221272000
2014-07-29,24.832500,24.860001,24.562500,24.594999,21.755138,172572000
2014-07-30,24.610001,24.674999,24.417500,24.537500,21.704279,132040000
2014-07-31,24.290001,24.362499,23.832500,23.900000,21.140392,227372000
2014-08-01,23.725000,24.155001,23.702499,24.032499,21.257593,194044000
2014-08-04,24.092501,24.145000,23.792500,23.897499,21.138186,159832000
2014-08-05,23.840000,23.920000,23.590000,23.780001,21.034245,223732000
2014-08-06,23.687500,23.870001,23.677500,23.740000,20.998863,154232000
2014-08-07,23.732500,23.987499,23.525000,23.620001,20.996645,186844000
2014-08-08,23.565001,23.705000,23.320000,23.684999,21.054426,167460000
2014-08-11,23.817499,24.020000,23.709999,23.997499,21.332218,146340000
2014-08-12,24.010000,24.219999,23.902500,23.992500,21.327774,135180000
2014-08-13,24.037500,24.309999,24.010000,24.309999,21.610010,127664000
2014-08-14,24.332500,24.392500,24.200001,24.375000,21.667791,112464000
2014-08-15,24.475000,24.547501,24.215000,24.495001,21.774460,195804000
2014-08-18,24.622499,24.842501,24.495001,24.790001,22.036699,190288000
2014-08-19,24.852501,25.170000,24.830000,25.132500,22.341158,277596000
2014-08-20,25.110001,25.272499,24.987499,25.142500,22.350048,210796000
2014-08-21,25.142500,25.235001,25.027500,25.145000,22.352270,133912000
2014-08-22,25.072500,25.367500,25.047501,25.330000,22.516726,176736000
2014-08-25,25.447500,25.542500,25.320000,25.385000,22.565615,161080000
2014-08-26,25.355000,25.375000,25.215000,25.222500,22.421158,132608000
2014-08-27,25.254999,25.642500,25.174999,25.532499,22.696732,209476000
2014-08-28,25.397499,25.695000,25.389999,25.562500,22.723398,273840000
2014-08-29,25.715000,25.725000,25.549999,25.625000,22.778957,178380000
2014-09-02,25.764999,25.934999,25.680000,25.825001,22.956747,214256000
2014-09-03,25.775000,25.799999,24.645000,24.735001,21.987814,501684000
2014-09-04,24.712500,25.022499,24.447500,24.530001,21.805574,342872000
2014-09-05,24.700001,24.847500,24.577499,24.742500,21.994471,233828000
2014-09-08,24.825001,24.827499,24.512501,24.590000,21.858913,185426800
2014-09-09,24.770000,25.770000,24.035000,24.497499,21.776684,759385200
2014-09-10,24.502501,25.277500,24.440001,25.250000,22.445608,403478400
2014-09-11,25.102501,25.360001,24.905001,25.357500,22.541164,249412400
2014-09-12,25.302500,25.547501,25.270000,25.415001,22.592285,250504400
2014-09-15,25.702499,25.762501,25.360001,25.407499,22.585611,245266000
2014-09-16,24.950001,25.315001,24.722500,25.215000,22.414495,267632400
2014-09-17,25.317499,25.450001,25.147499,25.395000,22.574505,243706000
2014-09-18,25.482500,25.587500,25.389999,25.447500,22.621176,149197600
2014-09-19,25.572500,25.587500,25.125000,25.240000,22.436718,283609600
2014-09-22,25.450001,25.535000,25.145000,25.264999,22.458933,211153600
2014-09-23,25.150000,25.735001,25.135000,25.660000,22.810070,253608800
2014-09-24,25.540001,25.712500,25.299999,25.437500,22.612286,240687200
2014-09-25,25.127501,25.177500,24.430000,24.467501,21.750013,400368000
2014-09-26,24.632500,25.187500,24.600000,25.187500,22.390051,249482000
2014-09-29,24.662500,25.110001,24.657499,25.027500,22.247822,199065200
2014-09-30,25.202499,25.385000,25.132500,25.187500,22.390051,221056400
2014-10-01,25.147499,25.172501,24.674999,24.795000,22.041145,205965200
2014-10-02,24.817499,25.055000,24.510000,24.975000,22.201160,191031200
2014-10-03,24.860001,25.052500,24.760000,24.905001,22.138926,173878400
2014-10-06,24.987499,25.162500,24.855000,24.905001,22.138926,148204800
2014-10-07,24.857500,25.030001,24.682501,24.687500,21.945587,168376800
2014-10-08,24.690001,25.277500,24.577499,25.200001,22.401161,229618800
2014-10-09,25.385000,25.594999,25.152500,25.254999,22.450045,309506000
2014-10-10,25.172501,25.507500,25.075001,25.182501,22.385612,265326400
2014-10-13,25.332500,25.445000,24.952499,24.952499,22.181150,214333600
2014-10-14,25.097500,25.129999,24.642500,24.687500,21.945587,254754400
2014-10-15,24.492500,24.787500,23.795000,24.385000,21.676683,403734400
2014-10-16,23.887501,24.430000,23.852501,24.065001,21.392221,288618000
2014-10-17,24.375000,24.750000,24.202499,24.417500,21.705570,272718800
2014-10-20,24.580000,24.990000,24.555000,24.940001,22.170044,310069200
2014-10-21,25.754999,25.754999,25.317499,25.617500,22.772295,378495600
2014-10-22,25.709999,26.027500,25.650000,25.747499,22.887852,273052400
2014-10-23,26.020000,26.262501,25.907499,26.207500,23.296768,284298800
2014-10-24,26.295000,26.372499,26.132500,26.305000,23.383434,188215600
2014-10-27,26.212500,26.370001,26.174999,26.277500,23.358990,136750800
2014-10-28,26.350000,26.684999,26.337500,26.684999,23.721231,192243600
2014-10-29,26.662500,26.842501,26.590000,26.834999,23.854567,210751600
2014-10-30,26.740000,26.837500,26.475000,26.745001,23.774563,162619200
2014-10-31,27.002501,27.010000,26.802500,27.000000,24.001242,178557200
2014-11-03,27.055000,27.575001,27.002501,27.350000,24.312370,209130400
2014-11-04,27.340000,27.372499,26.930000,27.150000,24.134583,166297600
2014-11-05,27.275000,27.325001,27.032499,27.215000,24.192364,149743600
2014-11-06,27.150000,27.197500,26.950001,27.174999,24.261562,139874000
2014-11-07,27.187500,27.330000,27.137501,27.252501,24.330751,134766000
2014-11-10,27.254999,27.332500,27.167500,27.207500,24.290573,108782000
2014-11-11,27.174999,27.437500,27.100000,27.424999,24.484749,109769200
2014-11-12,27.344999,27.857500,27.342501,27.812500,24.830708,187769600
2014-11-13,27.950001,28.362499,27.900000,28.205000,25.181131,238091600
2014-11-14,28.287500,28.547501,27.802500,28.545000,25.484674,176254400
2014-11-17,28.567499,29.320000,28.325001,28.497499,25.442274,186986800
2014-11-18,28.485001,28.922501,28.472500,28.867500,25.772602,176896000
2014-11-19,28.860001,28.934999,28.450001,28.667500,25.594042,167476800
2014-11-20,28.727501,29.215000,28.712500,29.077499,25.960089,173582000
2014-11-21,29.377501,29.392500,29.007500,29.117500,25.995806,228717200
2014-11-24,29.212500,29.692499,29.155001,29.657499,26.477907,189803200
2014-11-25,29.767500,29.937500,29.362499,29.400000,26.248014,275361600
2014-11-26,29.485001,29.775000,29.457500,29.750000,26.560484,163073200
2014-11-28,29.817499,29.850000,29.512501,29.732500,26.544868,99257600
2014-12-01,29.702499,29.812500,27.817499,28.767500,25.683325,335256000
2014-12-02,28.375000,28.937500,28.187500,28.657499,25.585114,237395600
2014-12-03,28.937500,29.087500,28.777500,28.982500,25.875278,172253600
2014-12-04,28.942499,29.299999,28.822500,28.872499,25.777060,168178000
2014-12-05,28.997499,29.020000,28.660000,28.750000,25.667700,153275600
2014-12-08,28.525000,28.662500,27.905001,28.100000,25.087387,230659600
2014-12-09,27.547501,28.575001,27.337500,28.530001,25.471289,240832000
2014-12-10,28.602501,28.712500,27.885000,27.987499,24.986940,178261200
2014-12-11,28.065001,28.450001,27.834999,27.905001,24.913290,165606800
2014-12-12,27.615000,27.967501,27.395000,27.432501,24.491447,224112400
2014-12-15,27.674999,27.900000,26.587500,27.057501,24.156654,268872400
2014-12-16,26.592501,27.540001,26.565001,26.687500,23.826319,243162800
2014-12-17,26.780001,27.459999,26.705000,27.352501,24.420031,213647200
2014-12-18,27.967501,28.162500,27.665001,28.162500,25.143183,236024800
2014-12-19,28.065001,28.309999,27.915001,27.945000,24.949001,353719200
2014-12-22,28.040001,28.372499,27.992500,28.235001,25.207914,180670000
2014-12-23,28.307501,28.332500,28.115000,28.135000,25.118633,104113600
2014-12-24,28.145000,28.177500,28.002501,28.002501,25.000341,57918400
2014-12-26,28.025000,28.629999,28.002501,28.497499,25.442274,134884000
2014-12-29,28.447500,28.692499,28.424999,28.477501,25.424417,110395600
2014-12-30,28.410000,28.480000,28.027500,28.129999,25.114162,119526000
2014-12-31,28.205000,28.282499,27.552500,27.594999,24.636530,165613600
2015-01-02,27.847500,27.860001,26.837500,27.332500,24.402164,212818400
2015-01-05,27.072500,27.162500,26.352501,26.562500,23.714718,257142000
2015-01-06,26.635000,26.857500,26.157499,26.565001,23.716955,263188400
2015-01-07,26.799999,27.049999,26.674999,26.937500,24.049522,160423600
2015-01-08,27.307501,28.037500,27.174999,27.972500,24.973558,237458000
2015-01-09,28.167500,28.312500,27.552500,28.002501,25.000341,214798000
2015-01-12,28.150000,28.157499,27.200001,27.312500,24.384315,198603200
